~=~=~=MPPT Charge Controller=~=~=~
Could not disable Reverse Turbo Mode
Could not write bit
Could not enable Input Current Limit Control
Could not enable Autocharging
Could not enable Auto charging
Could not disable two level adapter control
Performing VI curve
minimum current : 0.000
maximum current : 2.000
step size : 0.004
Length is : 499
This will take aprox 99 seconds
-0.672 , 0.022 , -0.015 , 5.088,0.4662,2.372,0.355,0.504
-1.152 , 0.000 , 0.000 , 3.936,0.4662,1.835,0.266,0.500
0.000 , -0.022 , 0.000 , 3.936,0.4440,1.748,0.266,0.496
0.480 , 0.022 , 0.011 , 4.416,0.4662,2.059,0.333,0.492
1.248 , -0.022 , -0.028 , 5.664,0.4440,2.515,0.422,0.496
0.096 , 0.000 , 0.000 , 5.760,0.4440,2.557,0.422,0.500
-0.672 , 0.022 , -0.015 , 5.088,0.4662,2.372,0.355,0.504
-1.152 , -0.022 , 0.026 , 3.936,0.4440,1.748,0.266,0.500
-0.096 , 0.022 , -0.002 , 3.840,0.4662,1.790,0.266,0.496
0.576 , 0.000 , 0.000 , 4.416,0.4662,2.059,0.311,0.492
1.248 , -0.022 , -0.028 , 5.664,0.4440,2.515,0.422,0.496
0.096 , 0.000 , 0.000 , 5.760,0.4440,2.557,0.422,0.500
-0.672 , 0.022 , -0.015 , 5.088,0.4662,2.372,0.355,0.504
-1.248 , 0.000 , 0.000 , 3.840,0.4662,1.790,0.266,0.500
0.096 , -0.022 , -0.002 , 3.936,0.4440,1.748,0.266,0.496
0.480 , 0.000 , 0.000 , 4.416,0.4440,1.961,0.311,0.492
1.248 , 0.000 , 0.000 , 5.664,0.4440,2.515,0.422,0.496
0.096 , 0.000 , 0.000 , 5.760,0.4440,2.557,0.444,0.500
-0.672 , 0.022 , -0.015 , 5.088,0.4662,2.372,0.377,0.504
-1.248 , -0.022 , 0.028 , 3.840,0.4440,1.705,0.289,0.500
0.096 , 0.022 , 0.002 , 3.936,0.4662,1.835,0.266,0.496
0.480 , -0.022 , -0.011 , 4.416,0.4440,1.961,0.311,0.492
1.248 , 0.000 , 0.000 , 5.664,0.4440,2.515,0.422,0.496
0.096 , 0.000 , 0.000 , 5.760,0.4440,2.557,0.444,0.500
-0.672 , 0.022 , -0.015 , 5.088,0.4662,2.372,0.355,0.504
-1.152 , 0.000 , 0.000 , 3.936,0.4662,1.835,0.266,0.500
0.000 , 0.000 , 0.000 , 3.936,0.4662,1.835,0.266,0.496
